,County,Precinct,Registered Voters
0,APPLING,1B,1337
1,APPLING,1C,864
2,APPLING,2,2321
3,APPLING,3A1,821
4,APPLING,3C,1614
5,APPLING,4B,894
6,APPLING,4D,1532
7,APPLING,5A,1177
8,APPLING,5B,1179
9,ATKINSON,0001,1824
10,ATKINSON,0002,739
11,ATKINSON,0003,1331
12,ATKINSON,0004,933
13,BACON,99999,5
14,BACON,DOUGL,6858
15,BAKER,A,167
16,BAKER,E,400
17,BAKER,H,366
18,BAKER,M,272
19,BAKER,N,1047
20,BALDWIN,1714,1138
21,BALDWIN,318,3570
22,BALDWIN,319,1903
23,BALDWIN,321E,1328
24,BALDWIN,321W,2972
25,BALDWIN,322,1562
26,BALDWIN,CTY1,1277
27,BALDWIN,CTY2,969
28,BALDWIN,CTY3,1411
29,BALDWIN,CTY4,500
30,BALDWIN,CTY5,1485
31,BALDWIN,CTY6,2243
32,BALDWIN,MERI,2944
33,BALDWIN,MONT,3913
34,BANKS,0001,1581
35,BANKS,0002,893
36,BANKS,0003,437
37,BANKS,0004,852
38,BANKS,0005,362
39,BANKS,0006,2020
40,BANKS,0007,1036
41,BANKS,0008,636
42,BANKS,0009,688
43,BANKS,0010,1605
44,BANKS,0011,1827
45,BANKS,0012,733
46,BANKS,0013,648
47,BANKS,88888,1
48,BARROW,01,3481
49,BARROW,02,6988
50,BARROW,03,6541
51,BARROW,04,4081
52,BARROW,05,8675
53,BARROW,08,7226
54,BARROW,13,9739
55,BARROW,16,10661
56,BARROW,88888,1
57,BARTOW,01,7263
58,BARTOW,02,4872
59,BARTOW,03,7055
60,BARTOW,04,8271
61,BARTOW,05,4640
62,BARTOW,06,4130
63,BARTOW,07,3153
64,BARTOW,08,5533
65,BARTOW,09,1491
66,BARTOW,10,2767
67,BARTOW,11,4121
68,BARTOW,12,2186
69,BARTOW,14,2917
70,BARTOW,15,2800
71,BARTOW,16,6653
72,BARTOW,17,6787
73,BARTOW,18,1944
74,BARTOW,88888,3
75,BARTOW,99999,12
76,BEN HILL,1,4073
77,BEN HILL,2,6142
78,BEN HILL,88888,3
79,BEN HILL,99999,3
80,BERRIEN,11062,1022
81,BERRIEN,1144,2040
82,BERRIEN,1157,6314
83,BERRIEN,1642,1152
84,BERRIEN,518,1166
85,BERRIEN,88888,2
86,BERRIEN,99999,1
87,BIBB,88888,5
88,BIBB,99999,1
89,BIBB,EM1,2112
90,BIBB,EM2,3987
91,BIBB,EM3,3577
92,BIBB,EM4,2284
93,BIBB,EM5,2594
94,BIBB,GF1,6344
95,BIBB,GF2,2150
96,BIBB,GF3,3319
97,BIBB,GF4,2255
98,BIBB,GF5,4834
99,BIBB,HA1,3397
100,BIBB,HA2,4245
101,BIBB,HA3,7209
102,BIBB,HA4,4808
103,BIBB,HO1,3461
104,BIBB,HO2,3448
105,BIBB,HO3,6556
106,BIBB,HO4,1739
107,BIBB,HO5,2293
108,BIBB,HO6,2231
109,BIBB,HO7,2923
110,BIBB,RU1,5789
111,BIBB,RU2,3471
112,BIBB,VV1,3651
113,BIBB,VV2,2104
114,BIBB,VV3,3167
115,BIBB,VV4,4158
116,BIBB,VV5,2378
117,BIBB,VV6,3041
118,BIBB,WA1,2658
119,BIBB,WA2,3285
120,BLECKLEY,1,10997
121,BRANTLEY,2,4113
122,BRANTLEY,3,4196
123,BRANTLEY,88888,9
124,BROOKS,1199,4194
125,BROOKS,1230,358
126,BROOKS,1402,1063
127,BROOKS,1650,2381
128,BROOKS,1712,627
129,BROOKS,659,752
130,BROOKS,660,1995
131,BROOKS,88888,4
132,BRYAN,1,2708
133,BRYAN,10,2344
134,BRYAN,2,2408
135,BRYAN,3,3063
136,BRYAN,4,2036
137,BRYAN,5,3397
138,BRYAN,6,2985
139,BRYAN,7,4464
140,BRYAN,8,5839
141,BRYAN,9,2699
142,BULLOCH,1,744
143,BULLOCH,10,3533
144,BULLOCH,11,6523
145,BULLOCH,12,1790
146,BULLOCH,13,6518
147,BULLOCH,14,5989
148,BULLOCH,15,5501
149,BULLOCH,16,1057
150,BULLOCH,2,1981
151,BULLOCH,3,2524
152,BULLOCH,4,3458
153,BULLOCH,5,2236
154,BULLOCH,6,1687
155,BULLOCH,7,1343
156,BULLOCH,8,504
157,BULLOCH,88888,3
158,BULLOCH,9,987
159,BURKE,0001,393
160,BURKE,0002,2621
161,BURKE,0003,751
162,BURKE,0004,445
163,BURKE,0005,1064
164,BURKE,0006,485
165,BURKE,0007,496
166,BURKE,0008,299
167,BURKE,0009,1061
168,BURKE,0010,296
169,BURKE,0011,1144
170,BURKE,0012,450
171,BURKE,0013,308
172,BURKE,0014,2983
173,BURKE,0015,3329
174,BURKE,0016,699
175,BURKE,88888,25
176,BUTTS,99999,2
177,BUTTS,BCAB,17648
178,CALHOUN,1,730
179,CALHOUN,2,663
180,CALHOUN,3,535
181,CALHOUN,4,601
182,CALHOUN,5,679
183,CALHOUN,88888,2
184,CAMDEN,01,1001
185,CAMDEN,02,1605
186,CAMDEN,03,2044
187,CAMDEN,04,732
188,CAMDEN,05,1936
189,CAMDEN,06,2901
190,CAMDEN,07,2698
191,CAMDEN,08,2395
192,CAMDEN,09,7262
193,CAMDEN,10,2235
194,CAMDEN,11,3392
195,CAMDEN,12,2275
196,CAMDEN,13,2962
197,CAMDEN,14,3262
198,CAMDEN,88888,3
199,CANDLER,CAND,6529
200,CARROLL,1006,1205
201,CARROLL,1111,3351
202,CARROLL,1122,4530
203,CARROLL,1152,1835
204,CARROLL,1240,2753
205,CARROLL,1371,1584
206,CARROLL,1483,3769
207,CARROLL,1496,1586
208,CARROLL,1533,1947
209,CARROLL,1540,3988
210,CARROLL,1542,2481
211,CARROLL,501,4884
212,CARROLL,640,3032
213,CARROLL,641,5609
214,CARROLL,642,7448
215,CARROLL,649,4472
216,CARROLL,650,3902
217,CARROLL,682,2241
218,CARROLL,713,3311
219,CARROLL,714A1,4500
220,CARROLL,714A2,1711
221,CARROLL,714A3,3819
222,CARROLL,714A4,2153
223,CARROLL,714A5,2672
224,CARROLL,714A6,1658
225,CARROLL,714BN,1481
226,CARROLL,714BW,2349
227,CARROLL,715,1694
228,CARROLL,88888,1
229,CARROLL,99999,1
230,CATOOSA,88888,2
231,CATOOSA,99999,2
232,CATOOSA,BLCK,2057
233,CATOOSA,BOYN,6183
234,CATOOSA,CAKT,2706
235,CATOOSA,CHAM,2620
236,CATOOSA,FT O,4179
237,CATOOSA,GRAY,4664
238,CATOOSA,LAKE,3687
239,CATOOSA,POPS,4313
240,CATOOSA,RING,7665
241,CATOOSA,WEST,6132
242,CATOOSA,WOOD,3043
243,CHARLTON,2,2460
244,CHARLTON,3B,524
245,CHARLTON,3S,684
246,CHARLTON,4A,771
247,CHARLTON,4H,901
248,CHARLTON,5F,783
249,CHARLTON,5R,274
250,CHARLTON,5W,320
251,CHATHAM,1-01C,3266
252,CHATHAM,1-05C,2199
253,CHATHAM,1-06C,2068
254,CHATHAM,1-08C,1716
255,CHATHAM,1-09C,776
256,CHATHAM,1-10C,1115
257,CHATHAM,1-12C,1949
258,CHATHAM,1-13C,1460
259,CHATHAM,1-14C,1749
260,CHATHAM,1-16C,2958
261,CHATHAM,1-17C,3210
262,CHATHAM,2-02C,1820
263,CHATHAM,2-03C,1654
264,CHATHAM,2-04C,3293
265,CHATHAM,2-05C,2165
266,CHATHAM,2-06C,809
267,CHATHAM,2-07C,2875
268,CHATHAM,2-09C,3430
269,CHATHAM,2-11C,1948
270,CHATHAM,2-12C,1773
271,CHATHAM,3-01C,479
272,CHATHAM,3-02C,1644
273,CHATHAM,3-03C,1253
274,CHATHAM,3-04C,1594
275,CHATHAM,3-05C,2178
276,CHATHAM,3-08C,1233
277,CHATHAM,3-09C,670
278,CHATHAM,3-10C,2715
279,CHATHAM,3-11C,1507
280,CHATHAM,3-12C,1745
281,CHATHAM,3-13C,2284
282,CHATHAM,3-14C,2409
283,CHATHAM,3-15C,850
284,CHATHAM,4-02C,2536
285,CHATHAM,4-04C,2532
286,CHATHAM,4-05C,2316
287,CHATHAM,4-06C,2297
288,CHATHAM,4-07C,3448
289,CHATHAM,4-08C,2722
290,CHATHAM,4-10C,1543
291,CHATHAM,4-11C,1717
292,CHATHAM,4-12C,2375
293,CHATHAM,4-13C,2544
294,CHATHAM,4-14C,1784
295,CHATHAM,4-15C,1904
296,CHATHAM,5-01C,1108
297,CHATHAM,5-02C,808
298,CHATHAM,5-03C,1143
299,CHATHAM,5-05C,2615
300,CHATHAM,5-06C,2763
301,CHATHAM,5-07C,1941
302,CHATHAM,5-08C,1910
303,CHATHAM,5-10C,3576
304,CHATHAM,5-11C,3134
305,CHATHAM,6-01C,2000
306,CHATHAM,6-02C,2324
307,CHATHAM,6-03C,2785
308,CHATHAM,6-05C,2073
309,CHATHAM,6-06C,1603
310,CHATHAM,6-08C,2241
311,CHATHAM,6-09C,3432
312,CHATHAM,6-10C,4292
313,CHATHAM,6-11C,5429
314,CHATHAM,7-01C,1593
315,CHATHAM,7-03C,1297
316,CHATHAM,7-04C,3189
317,CHATHAM,7-05C,1377
318,CHATHAM,7-06C,3695
319,CHATHAM,7-07C,4082
320,CHATHAM,7-08C,2899
321,CHATHAM,7-09C,2955
322,CHATHAM,7-10C,4419
323,CHATHAM,7-11C,6920
324,CHATHAM,7-12C,3524
325,CHATHAM,7-13C,2598
326,CHATHAM,7-14C,7898
327,CHATHAM,7-15C,2757
328,CHATHAM,7-16C,4026
329,CHATHAM,8-01C,953
330,CHATHAM,8-02C,1844
331,CHATHAM,8-03C,859
332,CHATHAM,8-05C,1619
333,CHATHAM,8-06C,1109
334,CHATHAM,8-07C,647
335,CHATHAM,8-08C,1762
336,CHATHAM,8-09C,1412
337,CHATHAM,8-10C,1820
338,CHATHAM,8-11C,1386
339,CHATHAM,8-12C,1428
340,CHATHAM,8-13C,1055
341,CHATHAM,8-15C,1657
342,CHATHAM,8-16C,3213
343,CHATHAM,99999,118
344,CHATTAHOOCHEE,1,4187
345,CHATTAHOOCHEE,88888,2
346,CHATTAHOOCHEE,99999,4
347,CHATTOOGA,1083,258
348,CHATTOOGA,1216,185
349,CHATTOOGA,1382,168
350,CHATTOOGA,1484,969
351,CHATTOOGA,870,3635
352,CHATTOOGA,925,5328
353,CHATTOOGA,927,609
354,CHATTOOGA,940,939
355,CHATTOOGA,961,142
356,CHATTOOGA,962,503
357,CHATTOOGA,968,896
358,CHATTOOGA,C-968,405
359,CHATTOOGA,P-870,608
360,CHEROKEE,001,3089
361,CHEROKEE,002,4968
362,CHEROKEE,003,3741
363,CHEROKEE,004,4159
364,CHEROKEE,005,4144
365,CHEROKEE,006,6031
366,CHEROKEE,007,3908
367,CHEROKEE,008,4574
368,CHEROKEE,009,5185
369,CHEROKEE,010,8559
370,CHEROKEE,011,4771
371,CHEROKEE,012,7587
372,CHEROKEE,013,5185
373,CHEROKEE,014,938
374,CHEROKEE,015,3071
375,CHEROKEE,016,5780
376,CHEROKEE,018,5935
377,CHEROKEE,019,7674
378,CHEROKEE,020,3584
379,CHEROKEE,021,3201
380,CHEROKEE,022,3380
381,CHEROKEE,023,5636
382,CHEROKEE,024,8584
383,CHEROKEE,026,7576
384,CHEROKEE,027,4995
385,CHEROKEE,028,3109
386,CHEROKEE,029,3796
387,CHEROKEE,030,3565
388,CHEROKEE,031,2579
389,CHEROKEE,032,3782
390,CHEROKEE,033,757
391,CHEROKEE,034,3185
392,CHEROKEE,035,2597
393,CHEROKEE,036,8185
394,CHEROKEE,037,6789
395,CHEROKEE,038,4338
396,CHEROKEE,039,5578
397,CHEROKEE,040,3234
398,CHEROKEE,041,3010
399,CHEROKEE,042,3301
400,CHEROKEE,043,3472
401,CHEROKEE,044,7869
402,CHEROKEE,88888,3
403,CLARKE,1A,3098
404,CLARKE,1B,3686
405,CLARKE,1C,2270
406,CLARKE,1D,2849
407,CLARKE,2A,4381
408,CLARKE,2B,5255
409,CLARKE,3A,2923
410,CLARKE,3B,4086
411,CLARKE,4A,2331
412,CLARKE,4B,4097
413,CLARKE,5A,3013
414,CLARKE,5B,3047
415,CLARKE,5C,2086
416,CLARKE,5D,3122
417,CLARKE,6A,3961
418,CLARKE,6B,3917
419,CLARKE,6C,3210
420,CLARKE,6D,1710
421,CLARKE,7A,2970
422,CLARKE,7B,3212
423,CLARKE,7C,2721
424,CLARKE,88888,10
425,CLARKE,8A,3344
426,CLARKE,8B,2348
427,CLARKE,8C,3925
428,CLAY,1,410
429,CLAY,2,372
430,CLAY,3,400
431,CLAY,4,468
432,CLAY,5,477
433,CLAY,99999,1
434,CLAYTON,88888,94
435,CLAYTON,99999,465
436,CLAYTON,EW1,3109
437,CLAYTON,EW2,3331
438,CLAYTON,FP1,3742
439,CLAYTON,FP2,2896
440,CLAYTON,FP3,2895
441,CLAYTON,FP4,1835
442,CLAYTON,FP5,4029
443,CLAYTON,FP6,1484
444,CLAYTON,JB01,3297
445,CLAYTON,JB02,4423
446,CLAYTON,JB03,4181
447,CLAYTON,JB04,2611
448,CLAYTON,JB05,2097
449,CLAYTON,JB06,2601
450,CLAYTON,JB07,3219
451,CLAYTON,JB08,4008
452,CLAYTON,JB09,1810
453,CLAYTON,JB10,3457
454,CLAYTON,JB11,3928
455,CLAYTON,JB12,3135
456,CLAYTON,JB13,2250
457,CLAYTON,JB14,4136
458,CLAYTON,JB15,2967
459,CLAYTON,JB16,2637
460,CLAYTON,JB17,3426
461,CLAYTON,JB18,3347
462,CLAYTON,JB19,3341
463,CLAYTON,LC1,3309
464,CLAYTON,LJ1,4233
465,CLAYTON,LJ2,3692
466,CLAYTON,LJ3,1788
467,CLAYTON,LJ4,4221
468,CLAYTON,LJ5,3552
469,CLAYTON,LJ6,3803
470,CLAYTON,LJ7,3097
471,CLAYTON,MO1,3366
472,CLAYTON,MO10,2378
473,CLAYTON,MO11,2380
474,CLAYTON,MO2,2146
475,CLAYTON,MO3,2465
476,CLAYTON,MO4,2145
477,CLAYTON,MO5,3122
478,CLAYTON,MO6,3092
479,CLAYTON,MO7,2163
480,CLAYTON,MO8,3239
481,CLAYTON,MO9,1541
482,CLAYTON,OAK1,2682
483,CLAYTON,OAK2,2032
484,CLAYTON,OAK3,2802
485,CLAYTON,OAK4,4394
486,CLAYTON,OAK5,1852
487,CLAYTON,PH1,2952
488,CLAYTON,PH2,3560
489,CLAYTON,RD01,2348
490,CLAYTON,RD02,3499
491,CLAYTON,RD03,3696
492,CLAYTON,RD04,4500
493,CLAYTON,RD05,3011
494,CLAYTON,RD06,3807
495,CLAYTON,RD07,3120
496,CLAYTON,RD08,2939
497,CLAYTON,RD09,2695
498,CLAYTON,RD10,3244
499,CLAYTON,RD11,1921
500,CLAYTON,RD12,3109
501,CLINCH,AB,112
502,CLINCH,AG,383
503,CLINCH,D,348
504,CLINCH,F,266
505,CLINCH,H,3297
506,COBB,88888,9
507,COBB,AC1A,5572
508,COBB,AC1B,5309
509,COBB,AC1C,5218
510,COBB,AD01,2481
511,COBB,AU1A,5389
512,COBB,BF02,3151
513,COBB,BF03,2466
514,COBB,BF04,3658
515,COBB,BG01,2361
516,COBB,BG02,3298
517,COBB,BK01,4844
518,COBB,BR01,2768
519,COBB,BR02,3896
520,COBB,BT01,2162
521,COBB,BT02,6318
522,COBB,BW01,2754
523,COBB,CA01,6086
524,COBB,CH02,3150
525,COBB,CH03,4110
526,COBB,CK01,6264
527,COBB,CL01,1925
528,COBB,CL02,5412
529,COBB,CO01,5300
530,COBB,CR01,3172
531,COBB,DC01,2845
532,COBB,DI01,3071
533,COBB,DI02,4101
534,COBB,DL01,3242
535,COBB,DO01,2128
536,COBB,DU01,4315
537,COBB,DV01,2151
538,COBB,EA01,3062
539,COBB,EA02,4107
540,COBB,EL01,4197
541,COBB,EL02,2456
542,COBB,EL03,2807
543,COBB,EL04,3029
544,COBB,EL05,2937
545,COBB,EP01,2652
546,COBB,FO02,5863
547,COBB,FO04,5375
548,COBB,FP01,3455
549,COBB,FR01,3205
550,COBB,FY01,2623
551,COBB,GM01,2920
552,COBB,GT01,4078
553,COBB,HL01,6516
554,COBB,HR01,3170
555,COBB,HT01,4302
556,COBB,HY01,4165
557,COBB,KE1A,2562
558,COBB,KE2A,3991
559,COBB,KE3A,6560
560,COBB,KE4A,3869
561,COBB,KE5A,5935
562,COBB,KL01,2011
563,COBB,KP01,1987
564,COBB,KP02,4078
565,COBB,KP03,4044
566,COBB,LA01,3667
567,COBB,LI01,4828
568,COBB,LM01,3654
569,COBB,LM02,4182
570,COBB,LM03,5485
571,COBB,LM04,2645
572,COBB,MA01,5261
573,COBB,MA02,3396
574,COBB,MA03,3020
575,COBB,MA04,1590
576,COBB,MB01,1662
577,COBB,MC01,4305
578,COBB,MD01,4079
579,COBB,ME01,3599
580,COBB,MK01,1802
581,COBB,ML01,3350
582,COBB,MR1A,4588
583,COBB,MR2A,2073
584,COBB,MR2B,4534
585,COBB,MR3A,4478
586,COBB,MR3B,2233
587,COBB,MR4A,1985
588,COBB,MR4B,2082
589,COBB,MR4C,2808
590,COBB,MR5A,3409
591,COBB,MR5B,3165
592,COBB,MR6A,2670
593,COBB,MR6B,2919
594,COBB,MR7A,3779
595,COBB,MS01,3708
596,COBB,MS02,2944
597,COBB,MT01,4182
598,COBB,MT03,3355
599,COBB,MT04,3010
600,COBB,NC01,2351
601,COBB,NJ01,4996
602,COBB,NP01,5021
603,COBB,NS01,2488
604,COBB,OK01,4005
605,COBB,OR01,1613
606,COBB,OR02,5664
607,COBB,OR03,5821
608,COBB,OR04,4734
609,COBB,OR05,3880
610,COBB,PE01,5280
611,COBB,PF01,3518
612,COBB,PM01,3531
613,COBB,PM02,3163
614,COBB,PO01,3693
615,COBB,PP01,3170
616,COBB,PR01,2790
617,COBB,PS1A,4828
618,COBB,PS2A,3562
619,COBB,PS3A,4121
620,COBB,PT01,2835
621,COBB,RM01,3434
622,COBB,RS01,2007
623,COBB,RW01,5414
624,COBB,RW02,3728
625,COBB,SA01,2983
626,COBB,SF01,3413
627,COBB,SI01,1871
628,COBB,SM01,3538
629,COBB,SM03,4841
630,COBB,SN1A,4186
631,COBB,SN2A,5397
632,COBB,SN3A,4680
633,COBB,SN3B,2522
634,COBB,SN4A,5829
635,COBB,SN5A,4392
636,COBB,SN6A,6001
637,COBB,SN7A,6546
638,COBB,SO01,2178
639,COBB,SO02,4773
640,COBB,SO03,2910
641,COBB,SW01,3255
642,COBB,SW02,3308
643,COBB,TM01,5872
644,COBB,TR01,2458
645,COBB,VA01,3188
646,COBB,VG01,3330
647,COBB,VG02,6545
648,COBB,VG03,4445
649,COBB,VG04,3422
650,COBB,WG02,4799
651,COBB,WL01,2860
652,COFFEE,1,17519
653,COFFEE,2,2072
654,COFFEE,3,348
655,COFFEE,4,2441
656,COFFEE,5,2150
657,COFFEE,6,976
658,COFFEE,88888,6
659,COLQUITT,0001,3598
660,COLQUITT,0002,4975
661,COLQUITT,0007,1567
662,COLQUITT,0008,1237
663,COLQUITT,0009,294
664,COLQUITT,0010,629
665,COLQUITT,0011,1075
666,COLQUITT,0012,803
667,COLQUITT,0013,422
668,COLQUITT,0014,1719
669,COLQUITT,0015,1138
670,COLQUITT,0016,432
671,COLQUITT,0017,1596
672,COLQUITT,0018,1011
673,COLQUITT,0019,2647
674,COLQUITT,0020,890
675,COLQUITT,0021,262
676,COLQUITT,0022,554
677,COLQUITT,0023,999
678,COLQUITT,88888,2
679,COLUMBIA,010,2594
680,COLUMBIA,015,3922
681,COLUMBIA,016,1301
682,COLUMBIA,017,4221
683,COLUMBIA,018,4708
684,COLUMBIA,020,2722
685,COLUMBIA,022,1884
686,COLUMBIA,024,1125
687,COLUMBIA,025,833
688,COLUMBIA,026,2478
689,COLUMBIA,030,3529
690,COLUMBIA,031,2885
691,COLUMBIA,032,1720
692,COLUMBIA,033,3915
693,COLUMBIA,034,3145
694,COLUMBIA,040,1602
695,COLUMBIA,050,754
696,COLUMBIA,051,1057
697,COLUMBIA,060,2217
698,COLUMBIA,061,3524
699,COLUMBIA,062,4777
700,COLUMBIA,063,1352
701,COLUMBIA,064,3660
702,COLUMBIA,065,2578
703,COLUMBIA,070,2084
704,COLUMBIA,075,2492
705,COLUMBIA,076,2025
706,COLUMBIA,080,1554
707,COLUMBIA,085,2906
708,COLUMBIA,090,2074
709,COLUMBIA,100,2238
710,COLUMBIA,105,1590
711,COLUMBIA,107,2183
712,COLUMBIA,108,1865
713,COLUMBIA,109,2780
714,COLUMBIA,110,1332
715,COLUMBIA,111,1962
