,County,Precinct,Registered Voters
2108,LONG,7,873
2109,LONG,88888,11
2110,LONG,99999,2
2111,LOWNDES,001,5750
2112,LOWNDES,002,10053
2113,LOWNDES,003,17880
2114,LOWNDES,004,1325
2115,LOWNDES,005,10181
2116,LOWNDES,006,4379
2117,LOWNDES,007,4919
2118,LOWNDES,008,4383
2119,LOWNDES,009,4148
2120,LOWNDES,010,312
2121,LOWNDES,011,6485
2122,LOWNDES,012,3320
2123,LOWNDES,013,4647
2124,LOWNDES,88888,2
2125,LOWNDES,99999,6
2126,LUMPKIN,DA,23034
2127,MACON,1,1422
2128,MACON,2,1339
2129,MACON,3,1387
2130,MACON,4,1628
2131,MACON,5,1400
2132,MACON,88888,33
2133,MADISON,99999,1
2134,MADISON,COB,3389
2135,MADISON,COL,680
2136,MADISON,COM,1478
2137,MADISON,DAN,3069
2138,MADISON,FOR,570
2139,MADISON,HAR,629
2140,MADISON,HUL,4542
2141,MADISON,ILA,1782
2142,MADISON,MIL,1720
2143,MADISON,PAO,277
2144,MADISON,PIT,1988
2145,MADISON,POC,1135
2146,MARION,339,1002
2147,MARION,807,2410
2148,MARION,808,328
2149,MARION,88888,1
2150,MARION,948,401
2151,MARION,955,931
2152,MCDUFFIE,131,1193
2153,MCDUFFIE,132,1531
2154,MCDUFFIE,133A,1308
2155,MCDUFFIE,133B,2027
2156,MCDUFFIE,134,1958
2157,MCDUFFIE,135,3186
2158,MCDUFFIE,136,1999
2159,MCDUFFIE,137,1236
2160,MCDUFFIE,139,1019
2161,MCINTOSH,1312,52
2162,MCINTOSH,1480,560
2163,MCINTOSH,1515,2030
2164,MCINTOSH,1771,2488
2165,MCINTOSH,22,2144
2166,MCINTOSH,271,2200
2167,MCINTOSH,88888,2
2168,MCINTOSH,99999,2
2169,MERIWETHER,01,460
2170,MERIWETHER,02,1737
2171,MERIWETHER,03,1028
2172,MERIWETHER,04,303
2173,MERIWETHER,05,2057
2174,MERIWETHER,06,1315
2175,MERIWETHER,07,2850
2176,MERIWETHER,08,1574
2177,MERIWETHER,09,421
2178,MERIWETHER,10,1391
2179,MERIWETHER,11,1186
2180,MERIWETHER,12,754
2181,MERIWETHER,13,522
2182,MERIWETHER,14,205
2183,MILLER,1,3997
2184,MITCHELL,88888,4
2185,MITCHELL,BA,1167
2186,MITCHELL,BV,615
2187,MITCHELL,CN,2031
2188,MITCHELL,CS,3533
2189,MITCHELL,CT,410
2190,MITCHELL,HF,352
2191,MITCHELL,HI,137
2192,MITCHELL,LS,1404
2193,MITCHELL,PC,161
2194,MITCHELL,PE,3584
2195,MITCHELL,SC,393
2196,MONROE,01,2318
2197,MONROE,02,1129
2198,MONROE,03,2318
2199,MONROE,04,813
2200,MONROE,05,736
2201,MONROE,06,469
2202,MONROE,07,1010
2203,MONROE,08,2184
2204,MONROE,09,4714
2205,MONROE,10,2039
2206,MONROE,11,721
2207,MONROE,12,1332
2208,MONROE,13,1270
2209,MONROE,14,465
2210,MONTGOMERY,01,439
2211,MONTGOMERY,02,479
2212,MONTGOMERY,03,1361
2213,MONTGOMERY,04,545
2214,MONTGOMERY,05,1461
2215,MONTGOMERY,06,343
2216,MONTGOMERY,07,923
2217,MORGAN,01,3002
2218,MORGAN,02,2305
2219,MORGAN,03,856
2220,MORGAN,04,2812
2221,MORGAN,05,742
2222,MORGAN,06,2714
2223,MORGAN,07,2745
2224,MORGAN,88888,1
2225,MORGAN,99999,6
2226,MURRAY,1013,2632
2227,MURRAY,1039,3067
2228,MURRAY,1291,3385
2229,MURRAY,1895,3778
2230,MURRAY,824,5990
2231,MURRAY,872,2149
2232,MURRAY,874,2206
2233,MUSCOGEE,101,5495
2234,MUSCOGEE,102,4499
2235,MUSCOGEE,103,5471
2236,MUSCOGEE,104,2813
2237,MUSCOGEE,105,3342
2238,MUSCOGEE,106,6978
2239,MUSCOGEE,107,4661
2240,MUSCOGEE,108,6694
2241,MUSCOGEE,109,2723
2242,MUSCOGEE,110,6332
2243,MUSCOGEE,112,10677
2244,MUSCOGEE,113,6208
2245,MUSCOGEE,114,4601
2246,MUSCOGEE,115,7251
2247,MUSCOGEE,116,7918
2248,MUSCOGEE,117,5768
2249,MUSCOGEE,118,5841
2250,MUSCOGEE,119,5556
2251,MUSCOGEE,120,8205
2252,MUSCOGEE,121,3301
2253,MUSCOGEE,122,2057
2254,MUSCOGEE,124,4673
2255,MUSCOGEE,125,3213
2256,MUSCOGEE,126,3358
2257,MUSCOGEE,127,7583
2258,MUSCOGEE,88888,14
2259,MUSCOGEE,99999,269
2260,NEWTON,01,1926
2261,NEWTON,02,4595
2262,NEWTON,03,5166
2263,NEWTON,04,4826
2264,NEWTON,05,3259
2265,NEWTON,06,3722
2266,NEWTON,07,2709
2267,NEWTON,08,2923
2268,NEWTON,09,4784
2269,NEWTON,10,6416
2270,NEWTON,12,4210
2271,NEWTON,13,5626
2272,NEWTON,14,2234
2273,NEWTON,15,1549
2274,NEWTON,16,809
2275,NEWTON,17,2477
2276,NEWTON,18,3789
2277,NEWTON,19,4977
2278,NEWTON,20,5213
2279,NEWTON,23,3037
2280,NEWTON,24,5143
2281,NEWTON,25,2390
2282,NEWTON,88888,3
2283,NEWTON,99999,2
2284,OCONEE,01,3938
2285,OCONEE,02,1913
2286,OCONEE,03,1403
2287,OCONEE,04,742
2288,OCONEE,05,1939
2289,OCONEE,06,1963
2290,OCONEE,07,1291
2291,OCONEE,08,3680
2292,OCONEE,09,2404
2293,OCONEE,10,4143
2294,OCONEE,11,2777
2295,OCONEE,12,4437
2296,OGLETHORPE,BV,3599
2297,OGLETHORPE,CR,3049
2298,OGLETHORPE,LX,4340
2299,PAULDING,0001B,6536
2300,PAULDING,0002C,3764
2301,PAULDING,0003C,5319
2302,PAULDING,0004C,8675
2303,PAULDING,0005C,6220
2304,PAULDING,0006B,4598
2305,PAULDING,0007B,11203
2306,PAULDING,0008C,11873
2307,PAULDING,0009B,5185
2308,PAULDING,0010B,4977
2309,PAULDING,0011C,7340
2310,PAULDING,0012C,2830
2311,PAULDING,0013B,10307
2312,PAULDING,0014B,6050
2313,PAULDING,0015C,6203
2314,PAULDING,0016C,2613
2315,PAULDING,0017C,4278
2316,PAULDING,0018C,2850
2317,PAULDING,0019C,8234
2318,PAULDING,88888,1
2319,PAULDING,99999,8
2320,PEACH,88888,68
2321,PEACH,B1,2717
2322,PEACH,B2,5257
2323,PEACH,C1,942
2324,PEACH,F1,2774
2325,PEACH,F2,2741
2326,PEACH,F3,2773
2327,PEACH,P1,1414
2328,PICKENS,1,3627
2329,PICKENS,10,2643
2330,PICKENS,11,1941
2331,PICKENS,12,2474
2332,PICKENS,2,2052
2333,PICKENS,3,844
2334,PICKENS,4,1178
2335,PICKENS,5,715
2336,PICKENS,6,1483
2337,PICKENS,7,1806
2338,PICKENS,8,2490
2339,PICKENS,9,2656
2340,PIERCE,0001,3663
2341,PIERCE,0002,3307
2342,PIERCE,3A,1643
2343,PIERCE,3B,1447
2344,PIERCE,4A,1354
2345,PIERCE,4B,492
2346,PIERCE,4C,959
2347,PIERCE,4D,270
2348,PIERCE,88888,1
2349,PIERCE,99999,1
2350,PIKE,1,1530
2351,PIKE,2,1801
2352,PIKE,3,1356
2353,PIKE,4,1604
2354,PIKE,5,2671
2355,PIKE,6,1155
2356,PIKE,7,1864
2357,PIKE,8,2246
2358,POLK,01,3355
2359,POLK,02,1739
2360,POLK,03,6455
2361,POLK,04,2641
2362,POLK,05,2898
2363,POLK,06,5986
2364,POLK,07,2022
2365,PULASKI,ANNEX,5843
2366,PUTNAM,101,3347
2367,PUTNAM,104,3457
2368,PUTNAM,105,3860
2369,PUTNAM,106,1400
2370,PUTNAM,107,4432
2371,QUITMAN,88888,2
2372,QUITMAN,G,1536
2373,QUITMAN,M,94
2374,RABUN,88888,2
2375,RABUN,RABUN,13378
2376,RANDOLPH,131,241
2377,RANDOLPH,334,915
2378,RANDOLPH,566,360
2379,RANDOLPH,718A,2299
2380,RANDOLPH,718B,340
2381,RANDOLPH,88888,1
2382,RANDOLPH,954,263
2383,RICHMOND,101,936
2384,RICHMOND,102,1393
2385,RICHMOND,103,1458
2386,RICHMOND,104,3098
2387,RICHMOND,105,851
2388,RICHMOND,106,1224
2389,RICHMOND,107,1852
2390,RICHMOND,108,529
2391,RICHMOND,109,1124
2392,RICHMOND,111,1629
2393,RICHMOND,112,938
2394,RICHMOND,114,894
2395,RICHMOND,115,615
2396,RICHMOND,201,1401
2397,RICHMOND,202,4728
2398,RICHMOND,203,1025
2399,RICHMOND,204,1626
2400,RICHMOND,207,2750
2401,RICHMOND,208,2555
2402,RICHMOND,210,1552
2403,RICHMOND,301,2480
2404,RICHMOND,302,1154
2405,RICHMOND,303,1465
2406,RICHMOND,304,374
2407,RICHMOND,305,427
2408,RICHMOND,306,4084
2409,RICHMOND,307,1685
2410,RICHMOND,308,658
2411,RICHMOND,309,3453
2412,RICHMOND,310,5404
2413,RICHMOND,401,2160
2414,RICHMOND,402,3464
2415,RICHMOND,404,1852
2416,RICHMOND,405,4544
2417,RICHMOND,406,3327
2418,RICHMOND,501,3630
2419,RICHMOND,502,4266
2420,RICHMOND,503,4129
2421,RICHMOND,504,2469
2422,RICHMOND,506,419
2423,RICHMOND,507,1038
2424,RICHMOND,509,2215
2425,RICHMOND,601,4140
2426,RICHMOND,603,3668
2427,RICHMOND,604,1868
2428,RICHMOND,605,3985
2429,RICHMOND,607,1849
2430,RICHMOND,608,1518
2431,RICHMOND,701,2421
2432,RICHMOND,702,2004
2433,RICHMOND,703,4819
2434,RICHMOND,705,2371
2435,RICHMOND,706,3388
2436,RICHMOND,707,2241
2437,RICHMOND,708,312
2438,RICHMOND,709,595
2439,RICHMOND,801,529
2440,RICHMOND,801B,537
2441,RICHMOND,802,3354
2442,RICHMOND,803,280
2443,RICHMOND,804,2177
2444,RICHMOND,804H,2917
2445,RICHMOND,805,828
2446,RICHMOND,806,1240
2447,RICHMOND,807,1651
2448,RICHMOND,808,2443
2449,RICHMOND,809,894
2450,RICHMOND,810,449
2451,RICHMOND,88888,10
2452,RICHMOND,99999,22
2453,ROCKDALE,88888,6
2454,ROCKDALE,99999,11
2455,ROCKDALE,BA,4782
2456,ROCKDALE,BT,4008
2457,ROCKDALE,CO,3772
2458,ROCKDALE,FI,6136
2459,ROCKDALE,FS,3846
2460,ROCKDALE,HC,2399
2461,ROCKDALE,HI,3482
2462,ROCKDALE,LA,2010
2463,ROCKDALE,LO,3937
2464,ROCKDALE,MA,3166
2465,ROCKDALE,MI,4022
2466,ROCKDALE,OT,5897
2467,ROCKDALE,RO,4703
2468,ROCKDALE,SM,4295
2469,ROCKDALE,SP,4727
2470,ROCKDALE,ST,3185
2471,SCHLEY,01,4234
2472,SCREVEN,02,512
2473,SCREVEN,03,1135
2474,SCREVEN,04,1241
2475,SCREVEN,05,530
2476,SCREVEN,06,978
2477,SCREVEN,07,925
2478,SCREVEN,08,442
2479,SCREVEN,09,915
2480,SCREVEN,10,1253
2481,SCREVEN,11,397
2482,SCREVEN,12,287
2483,SEMINOLE,1,1303
2484,SEMINOLE,2,1131
2485,SEMINOLE,3,1176
2486,SEMINOLE,4,1121
2487,SEMINOLE,5,1235
2488,SPALDING,01,2330
2489,SPALDING,02,2032
2490,SPALDING,03,2829
2491,SPALDING,05,3832
2492,SPALDING,06,2522
2493,SPALDING,07,1761
2494,SPALDING,08,1806
2495,SPALDING,09,1994
2496,SPALDING,10,2045
2497,SPALDING,11,2604
2498,SPALDING,12,2223
2499,SPALDING,13,2636
2500,SPALDING,14,2067
2501,SPALDING,16,4709
2502,SPALDING,17,2100
2503,SPALDING,19,2736
2504,SPALDING,20,2242
2505,SPALDING,21,4917
2506,SPALDING,88888,2
2507,SPALDING,99999,9
2508,STEPHENS,88888,29
2509,STEPHENS,SC1,18507
2510,STEWART,02,1284
2511,STEWART,04,293
2512,STEWART,05,1135
2513,STEWART,06,210
2514,STEWART,88888,2
2515,SUMTER,15,1724
2516,SUMTER,17,718
2517,SUMTER,28,943
2518,SUMTER,29,445
2519,SUMTER,88888,3
2520,SUMTER,99999,5
2521,SUMTER,C1-27,3141
2522,SUMTER,C2-27,3107
2523,SUMTER,C3-27,2960
2524,SUMTER,E-27,1800
2525,SUMTER,N-26,389
2526,SUMTER,O-26,1075
2527,SUMTER,W-27,2084
2528,TALBOT,01,566
2529,TALBOT,02,694
2530,TALBOT,03,443
2531,TALBOT,04,494
2532,TALBOT,05,907
2533,TALBOT,06,473
2534,TALBOT,08,1057
2535,TALBOT,88888,3
2536,TALIAFERRO,172,259
2537,TALIAFERRO,601,998
2538,TATTNALL,1,781
2539,TATTNALL,10,1151
2540,TATTNALL,3,1506
2541,TATTNALL,4,276
2542,TATTNALL,5,2501
2543,TATTNALL,7,2542
2544,TATTNALL,8,2544
2545,TATTNALL,9,1065
2546,TAYLOR,1,1135
2547,TAYLOR,5,2268
2548,TAYLOR,6,2104
2549,TAYLOR,88888,3
2550,TELFAIR,99999,28
2551,TELFAIR,HE,999
2552,TELFAIR,JA,645
2553,TELFAIR,LU,969
2554,TELFAIR,MC,2380
2555,TELFAIR,MI,822
2556,TELFAIR,SC,333
2557,TERRELL,01,3072
2558,TERRELL,02,1367
2559,TERRELL,03,902
2560,TERRELL,04,418
2561,TERRELL,05,612
2562,TERRELL,06,310
2563,TERRELL,88888,3
2564,THOMAS,101,659
2565,THOMAS,102,1639
2566,THOMAS,103,3624
2567,THOMAS,104,1022
2568,THOMAS,105,2553
2569,THOMAS,106,1176
2570,THOMAS,107,1441
2571,THOMAS,108,2160
2572,THOMAS,109,2032
2573,THOMAS,110,1930
2574,THOMAS,111,890
2575,THOMAS,112,731
2576,THOMAS,113,307
2577,THOMAS,114,2207
2578,THOMAS,115,1237
2579,THOMAS,116,423
2580,THOMAS,117,706
2581,THOMAS,118,2254
2582,THOMAS,119,1386
2583,THOMAS,120,2580
2584,THOMAS,88888,2
2585,THOMAS,99999,7
2586,TIFT,01,3449
2587,TIFT,02,2263
2588,TIFT,03,1539
2589,TIFT,04,1353
2590,TIFT,05,1073
2591,TIFT,06,1334
2592,TIFT,07,904
2593,TIFT,08,1253
2594,TIFT,09,3468
2595,TIFT,10,2425
2596,TIFT,11,2951
2597,TIFT,12,3213
2598,TIFT,88888,3
2599,TIFT,99999,5
2600,TOOMBS,15361,3815
2601,TOOMBS,39,1453
2602,TOOMBS,43,1506
2603,TOOMBS,513,5856
2604,TOOMBS,514,3951
2605,TOWNS,1468,3223
2606,TOWNS,833,3764
2607,TOWNS,88888,16
2608,TOWNS,990,3558
2609,TOWNS,99999,1
2610,TREUTLEN,88888,1
2611,TREUTLEN,99999,2
2612,TREUTLEN,ANNEX,1972
2613,TREUTLEN,SOPE,2324
2614,TROUP,01,3640
2615,TROUP,02,4061
2616,TROUP,03,4532
2617,TROUP,04,2556
2618,TROUP,05,2126
2619,TROUP,06,3993
2620,TROUP,07,3222
2621,TROUP,08,4077
2622,TROUP,10,3659
2623,TROUP,11,3329
2624,TROUP,12,3041
2625,TROUP,13,1924
2626,TROUP,15,1766
2627,TROUP,16,2650
2628,TURNER,1,3627
2629,TURNER,2,1639
2630,TURNER,3,473
2631,TURNER,99999,3
2632,TWIGGS,DB,1560
2633,TWIGGS,GI,1709
2634,TWIGGS,HV,760
2635,TWIGGS,JV/W,1449
2636,TWIGGS,SG/T,855
2637,UNION,1,2555
2638,UNION,10,2407
2639,UNION,11,1406
2640,UNION,2,2000
2641,UNION,3,1558
2642,UNION,4,2118
2643,UNION,5,615
2644,UNION,6,1151
2645,UNION,7,1602
2646,UNION,8,2243
2647,UNION,9,2330
2648,UPSON,0588,1377
2649,UPSON,0589,377
2650,UPSON,1610,8404
2651,UPSON,5610,8451
2652,WALKER,0871,6846
2653,WALKER,0917,2269
2654,WALKER,0944,6473
2655,WALKER,0953,1498
2656,WALKER,1161,1290
2657,WALKER,1501,6562
2658,WALKER,1809,1386
2659,WALKER,1812,6504
2660,WALKER,1818,7132
2661,WALKER,1851,1302
2662,WALKER,1893,3239
2663,WALTON,1663,4829
2664,WALTON,1675,1354
2665,WALTON,250,3962
2666,WALTON,414,1274
2667,WALTON,415,5104
2668,WALTON,416,2716
2669,WALTON,417,5365
2670,WALTON,418,4724
2671,WALTON,419,4063
2672,WALTON,420,4953
2673,WALTON,421,3836
2674,WALTON,422,4300
2675,WALTON,423,4456
2676,WALTON,424,3482
2677,WALTON,425,4278
2678,WALTON,426,2119
2679,WALTON,427,4166
2680,WALTON,454,1732
2681,WALTON,502,2021
2682,WALTON,503,1145
2683,WALTON,559,2259
2684,WALTON,99999,9
2685,WARE,100,4476
2686,WARE,200A,2548
2687,WARE,200B,885
2688,WARE,300,3806
2689,WARE,304,1195
2690,WARE,400,3477
2691,WARE,404,374
2692,WARE,405,649
2693,WARE,406,1645
2694,WARE,407,505
2695,WARE,408,512
2696,WARE,409,957
2697,WARREN,1,3885
2698,WASHINGTON,1253,559
2699,WASHINGTON,1350,748
2700,WASHINGTON,1488,2558
2701,WASHINGTON,88,579
2702,WASHINGTON,91,1044
2703,WASHINGTON,94,834
2704,WASHINGTON,97,6278
2705,WASHINGTON,99,557
2706,WAYNE,1A,1296
2707,WAYNE,1B,1191
2708,WAYNE,1C,1795
2709,WAYNE,2A,1897
2710,WAYNE,2C,1143
2711,WAYNE,2D,1058
2712,WAYNE,3A,2983
2713,WAYNE,3B,1180
2714,WAYNE,4A,1170
2715,WAYNE,4B,1163
2716,WAYNE,5A,1975
2717,WAYNE,5B,1816
2718,WAYNE,88888,3
2719,WEBSTER,P1,1740
2720,WHEELER,1,1873
2721,WHEELER,2,1349
2722,WHITE,011,2407
2723,WHITE,021,966
2724,WHITE,031,614
2725,WHITE,041,3244
2726,WHITE,051,4647
2727,WHITE,061,1592
2728,WHITE,071,435
2729,WHITE,081,2597
2730,WHITE,091,1246
2731,WHITE,101,1671
2732,WHITE,111,1838
2733,WHITE,88888,1
2734,WHITFIELD,1A,2597
2735,WHITFIELD,2A,3161
2736,WHITFIELD,3A,2269
2737,WHITFIELD,4A,2675
2738,WHITFIELD,5A,2321
2739,WHITFIELD,6A,1784
2740,WHITFIELD,88888,4
2741,WHITFIELD,AN,2572
2742,WHITFIELD,CA,2053
2743,WHITFIELD,CO,1490
2744,WHITFIELD,DG,3357
2745,WHITFIELD,ES,1778
2746,WHITFIELD,FI,2203
2747,WHITFIELD,GL,2647
2748,WHITFIELD,LT,1207
2749,WHITFIELD,MC,1714
2750,WHITFIELD,NI,2533
2751,WHITFIELD,PG,4880
2752,WHITFIELD,TH,3945
2753,WHITFIELD,TI,808
2754,WHITFIELD,TR,1378
2755,WHITFIELD,UT,1078
2756,WHITFIELD,VA,5408
2757,WHITFIELD,WS,2696
2758,WILCOX,1A,526
2759,WILCOX,2A,420
2760,WILCOX,2B,620
2761,WILCOX,3A,868
2762,WILCOX,4A,1014
2763,WILCOX,5A,1124
2764,WILCOX,88888,3
2765,WILKES,1,1580
2766,WILKES,2A,1201
2767,WILKES,2B,619
2768,WILKES,3A,1026
2769,WILKES,3B,582
2770,WILKES,4A,1021
2771,WILKES,4B,922
2772,WILKES,88888,3
2773,WILKINSON,02,444
2774,WILKINSON,03,184
2775,WILKINSON,04,191
2776,WILKINSON,05,879
2777,WILKINSON,06,994
2778,WILKINSON,07,739
2779,WILKINSON,08,944
2780,WILKINSON,10,1740
2781,WILKINSON,11,463
2782,WILKINSON,88888,1
2783,WORTH,1,2930
2784,WORTH,10,598
2785,WORTH,11,539
2786,WORTH,12,1256
2787,WORTH,14,890
2788,WORTH,15,1385
2789,WORTH,16,320
2790,WORTH,2,1386
2791,WORTH,3,848
2792,WORTH,4,857
2793,WORTH,5,534
2794,WORTH,6,1238
2795,WORTH,7,433
2796,WORTH,8,223
2797,WORTH,88888,1
2798,WORTH,9,675
2799,GRAND TOTAL VOTERS: ,,7395686
